#OTU ID	CT21	CT25	CT27	CT29	CT34	CT39	CT44	CT48	PD103	PD11	PD117	PD12	PD125	PD126	PD129	PD13	PD135	PD138	PD139	PD14	PD140	PD143	PD144	PD147	PD148	PD149	PD15	PD150	PD151	PD152	PD155	PD156	PD159	PD163	PD164	PD167	PD168	PD170	PD175	PD176	PD178	PD179	PD180	PD181	PD182	PD185	PD186	PD187	PD188	PD189	PD192	PD193	PD194	PD195	PD197	PD199	PD2	PD209	PD210	PD211	PD218	PD220	PD225	PD227	PD228	PD229	PD231	PD233	PD236	PD238	PD239	PD241	PD243	PD244	PD249	PD250	PD253	PD254	PD255	PD26	PD27	PD35	PD36	PD4	PD42	PD43	PD44	PD5	PD52	PD53	PD58	PD59	PD65	PD74	PD75	PD77	PD8	PD84	PD91	PV1	PV10	PV100	PV101	PV103	PV104	PV105	PV106	PV107	PV108	PV109	PV11	PV110	PV112	PV113	PV114	PV116	PV119	PV12	PV120	PV13	PV139	PV14	PV141	PV147	PV149	PV15	PV151	PV156	PV157	PV159	PV16	PV160	PV161	PV18	PV19	PV20	PV24	PV25	PV27	PV29	PV3	PV30	PV32	PV33	PV34	PV35	PV38	PV40	PV41	PV43	PV47	PV49	PV5	PV50	PV52	PV56	PV59	PV6	PV63	PV64	PV65	PV67	PV68	PV73	PV75	PV76	PV77	PV78	PV81	PV82	PV84	PV85	PV89	PV9	PV90	PV91	PV92	PV93	PV94	PV95	PV96	PV97	PV99
g__Acetatifactor	20	30	60	103	0	0	103	0	4	20	12	0	0	42	0	0	290	0	0	0	0	49	50	0	0	0	37	0	0	0	0	0	8	0	0	0	39	0	0	7	737	29	6	0	5	129	75	0	0	14	0	0	0	0	0	19	133	0	0	0	2631	32	0	0	0	0	0	105	0	75	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	69	0	30	0	211	0	0	0	0	0	219	0	329	552	19	0	48	0	0	0	0	6	0	72	16	77	0	180	0	0	399	37	376	188	0	348	0	0	89	0	0	13	141	137	0	8	0	0	211	13	0	0	23	44	0	57	57	8	748	60	0	25	368	108	95	0	496	103	111	0	38	246	0	55	0	0	94	0	0	18	0	0	42	0	0	0	0	0	30	0	20	0	0
g__Acutalibacter	0	0	86	0	53	128	0	0	1212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	17	0	0	0	0	0	119	0	11	36	0	0	0	0	0	78	0	0	0	0	75	0	0	3	0	0	0	0	0	0	24	0	0	0	0	7	0	75	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	44	0	98	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	8	0	133	0	0	0	0	0	0	0	0	6	0	73	0	0	0	0	28	0	0	0	0	0	0	0	0	0	26	0	0	0	43	0	0
g__Adlercreutzia	25	51	62	0	48	0	0	0	263	31	0	0	73	42	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	30	0	24	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	4	0	0	2	0	8	17	0	0	0	0	23	0	0	0	39	152	0	0	0	0	29	22	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	45	0	0	0	60	0	0	0	76	0	127	0	0	67	0	0	70	25	0	55	0	0	0	0	0	101	0	0	28	0	0	0	0	11	0	0	0	0	0
g__Agathobacter	1154	688	473	1255	173	0	1127	34	450	291	107	14	0	275	77	124	293	0	220	182	0	127	1132	0	717	377	324	1182	0	0	9	359	0	0	161	45	804	985	16	104	0	0	495	1272	0	105	148	0	480	1223	63	80	0	348	2650	216	640	472	430	1871	1122	690	77	0	317	0	1096	0	11	0	0	0	0	277	0	9	1841	493	7	732	0	0	0	101	0	0	21	722	0	0	114	980	43	17	566	0	152	6	0	2046	0	0	1666	0	395	0	1452	1469	1067	219	59	1082	571	1168	0	280	316	1840	12	80	3828	1855	2790	490	989	263	700	1503	229	128	0	202	161	614	203	837	0	105	0	42	0	2178	3816	196	24	513	307	45	3767	87	803	499	139	52	1042	736	355	2485	1158	13	62	350	0	554	183	0	66	31	0	468	0	0	343	0	575	0	453	1478	30	9	396	1889	21
g__Agathobaculum	0	53	329	207	62	0	0	78	0	101	12	0	26	88	0	0	4	0	8	16	0	0	0	34	0	0	149	184	0	0	0	47	0	145	11	0	68	142	18	163	0	175	113	261	0	9	7	0	143	238	39	26	0	59	21	0	103	52	0	0	210	264	0	0	186	0	289	67	0	21	0	195	102	165	28	329	0	0	151	111	0	0	0	38	18	0	0	82	0	0	183	272	610	0	617	0	0	4	0	207	255	99	147	0	78	0	64	46	0	58	0	121	0	48	0	75	104	155	0	68	297	0	1442	58	0	51	74	85	23	12	0	95	176	199	49	104	53	156	193	0	6	82	146	0	116	14	119	183	85	0	114	0	48	0	54	70	122	157	95	215	81	141	126	153	0	419	27	19	65	114	0	0	0	0	44	0	52	0	97	0	0	183	0
g__Alistipes	193	82	2171	76	1342	561	0	12	2124	3	305	0	16	110	0	0	103	3	0	0	0	0	17	0	0	0	977	5	0	0	0	186	0	0	0	0	839	645	0	18	0	0	0	6	0	1062	17	5	0	0	772	0	0	116	0	306	812	0	0	0	823	4317	0	0	70	18	76	2730	0	0	0	0	43	0	0	286	0	0	0	0	0	0	0	0	0	0	0	199	0	0	0	9	0	0	47	157	74	377	2	0	0	5	16	0	0	18	106	277	0	0	326	381	680	0	0	301	0	1519	0	216	28	1812	0	0	0	743	0	313	20	39	0	619	240	75	0	99	180	0	60	750	60	49	153	0	0	1952	5	0	922	124	31	258	2109	9208	670	14	277	353	1317	129	16	526	18	20	0	44	207	44	0	410	0	0	157	0	38	0	0	45	0	3	56	240	20
g__Alistipes_A	0	0	0	0	39	0	3	0	116	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	14	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	37	0	0	6	5	0	7	0	0	0	0	0	2	57	0	0	0	0	0	0	14	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Alitiscatomonas	14	92	63	136	194	0	39	30	0	75	15	0	0	39	19	990	0	0	12	37	0	277	172	0	174	10	56	103	0	6	293	83	0	480	20	63	62	248	29	73	0	240	268	94	0	24	25	0	0	230	63	0	0	19	12	65	169	40	73	0	0	0	0	0	172	375	905	123	0	112	0	111	0	0	0	0	0	0	58	14	0	18	0	0	0	0	0	6	30	0	176	1896	0	0	162	0	0	0	0	6	332	0	81	0	109	13	59	0	0	26	0	58	0	73	0	36	138	223	0	74	111	0	925	201	0	14	154	82	0	0	0	0	138	0	37	0	28	142	58	219	28	137	0	0	94	15	91	95	69	163	62	70	0	30	92	63	53	28	0	0	136	50	104	15	25	0	29	77	0	84	8	0	0	377	20	0	128	72	109	0	0	0	0
g__Allocoprobacillus	0	3	6	0	7	27	0	0	213	0	0	0	44	0	0	0	0	0	0	0	0	0	0	148	0	0	8	0	0	0	264	0	83	0	2	0	5	0	5	0	3	0	0	0	0	3	0	0	0	0	7	0	0	0	0	0	18	0	0	0	83	0	0	0	12	24	0	97	4	0	0	0	0	0	0	8	17	0	0	37	0	0	0	0	291	0	0	0	0	0	0	180	17	0	0	0	0	0	0	0	0	0	0	80	0	0	6	0	11	0	14	0	0	20	101	0	0	4	0	0	0	9	0	657	0	0	0	0	0	0	0	0	56	2	0	0	53	0	0	0	0	0	13	48	0	29	0	0	6	0	1796	2	0	0	6	0	0	21	0	0	0	22	3	0	0	2	16	0	0	0	0	0	7	0	0	0	0	0	7	40	5	0	0
g__Amedibacterium	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	381	0	0	0	12	0	6	25	96	0	0	0	0	0	0	0	0	0	0	0	0	0	146	7	4	0	6	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	55	9	0	0	0	86	0	43	0	0	3	0	0	0	0	0	0	920	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	13	0	0	0	43	0	0	0	88	10	41	0	103	0	125	0	0	0	0	0	0	4	0	1492	110	0	14	0	0	194	0	745	0	0	0	0	0	0	0	34	0	5	0	0	0	0	0	74	0	0	0	6	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	312	0	0	0	0	200	0	0	0	0	0	0	324	0	0
g__Anaerobutyricum	1220	322	644	902	206	0	252	223	200	219	34	4	101	362	45	294	1054	0	111	184	315	338	345	0	0	136	0	262	0	0	0	169	588	0	205	0	463	0	83	266	845	170	475	591	0	217	730	0	135	794	318	465	0	594	192	460	507	97	385	0	1122	895	0	74	842	0	235	0	303	0	0	946	0	226	448	7	0	0	11	474	0	0	0	640	0	0	0	178	607	0	769	10	2249	0	448	0	1216	0	9	24	567	200	282	5	1050	172	449	157	38	129	789	737	0	346	314	1706	292	980	0	266	420	0	1142	1459	0	951	870	459	162	110	0	360	372	0	267	580	572	2130	0	10	10	757	0	0	0	1411	408	660	499	368	1589	301	1262	861	227	149	268	806	518	9	469	779	217	304	25	580	0	249	392	647	2054	493	339	0	288	0	319	275	308	12	125	375	4
g__Anaerofustis	0	0	3	0	7	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	10	0	0	39	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	14	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	8	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	4	0	0	0	0	0	7	0	7	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
g__Anaeromassilibacillus	0	0	40	0	31	23	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	3	0	0	0	17	0	0	0	22	0	32	0	0	10	0	0	0	0	0	94	0	0	0	0	7	0	0	0	0	0	53	0	0	0	15	0	0	0	20	0	0	82	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	29	0	0	0	0	0	0	22	0	0	0	32	0	105	0	5	0	0	0	0	0	0	5	5	0	0	0	0	0	0	38	7	0	0	0	0	0	0	0	0	21	18	0	0	3	0	0	6	0	0	0	11	0	0	0	0	11	2	0	0	0	0	0	0	0	0	8	0	0	45	2	0	0
g__Anaerostipes	533	1295	494	831	1231	151	787	73	4120	423	146	13	120	264	126	3701	3346	144	98	187	3220	768	442	82	487	1459	32	1379	58	5	12803	463	3403	0	496	1377	1259	1734	73	1285	1574	1051	928	2668	0	754	892	6	4194	67	126	119	2032	425	120	623	830	226	2509	485	0	49	6814	819	1695	103	1954	3344	582	702	111	2001	66	3431	8	124	117	816	369	1103	18	15	0	294	5518	196	10	348	1516	115	4893	527	687	13	4539	30	779	10	967	1673	1659	491	283	973	26	105	753	18	90	1326	15	403	0	51	853	671	21	599	768	402	4549	730	293	2983	1732	1461	465	364	117	72	674	121	2993	648	927	767	1708	2881	64	368	327	1301	4191	812	970	486	584	849	490	1000	513	267	1622	355	430	357	569	971	174	123	656	1000	543	345	74	1708	1394	357	38	710	942	86	1625	720	109	454	480	782	623	14	88	697	97
g__Anaerotignum	9	7	91	0	88	0	15	42	39	23	0	0	58	0	0	0	70	0	0	13	0	0	7	13	6	0	0	0	0	0	14	0	0	1849	91	7	23	69	18	0	0	0	0	23	0	83	24	0	0	0	23	0	0	0	0	21	0	0	0	0	45	0	0	0	45	24	0	889	0	7	0	0	34	9	24	22	0	12	238	0	0	145	0	0	0	0	0	0	0	0	12	0	365	0	49	11	40	0	0	6	54	0	0	835	10	18	0	25	19	0	0	0	9	303	21	120	11	50	97	16	0	5	192	54	0	99	0	41	43	15	0	51	67	0	0	117	133	0	0	43	33	25	36	81	0	171	0	38	34	107	0	46	7	0	0	0	7	47	130	65	38	26	4	35	0	248	30	15	0	0	0	0	0	0	37	0	10	10	0	0	0	0	30
g__Anaerotruncus	0	0	0	0	14	62	0	0	20	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	15	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	7	0	0	0	0	0	0	15	10	0	0	10	20	0	15	3	0	0	0	50	19	0	0	3	0	0	0	0	0	4	0	0	0	4	0	4	0	120	0	0	0	0	27	0	0	0	0	0	0	13	68	0	0	1	0	4	180	0	7	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Anthropogastromicrobium	64	220	222	111	245	0	128	0	52	72	35	0	0	154	0	69	61	0	0	13	0	256	196	0	48	104	0	87	0	0	0	56	0	0	21	0	54	0	0	12	0	0	131	0	0	153	107	0	0	214	99	7	0	189	16	76	60	0	0	0	0	0	0	0	5	0	0	0	0	5	580	0	0	25	0	0	0	0	0	0	0	4	0	0	692	0	0	40	0	0	1027	3	43	4	777	0	0	0	0	0	397	0	149	0	48	0	54	0	0	13	12	43	142	0	555	0	114	107	3	20	323	100	384	0	0	220	38	122	59	38	0	0	279	0	47	29	0	44	0	3	0	0	0	265	0	201	89	0	136	38	0	75	142	105	84	50	334	166	0	0	264	115	0	107	7	49	0	42	0	390	0	0	139	0	139	0	0	53	355	2	0	130	4
g__Aristaeella	0	0	0	0	0	0	0	0	0	51	2	0	0	1155	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Bacteroides	541	106	0	2323	1681	6617	740	265	6156	234	40468	20955	2660	262	791	50418	898	9850	461	325	0	902	2338	245	593	0	10407	85	7095	1926	3066	287	2117	6935	2154	3228	1217	6043	19	588	2028	1072	1715	256	6	306	2507	8778	116	765	3018	1558	19156	767	271	272	12317	55	462	2972	4577	2133	10133	2	1828	4395	1856	4400	16	21	8838	3477	352	85	3149	1016	73	1094	11579	2	28682	1132	0	10645	0	20801	6242	300	562	144	498	47	8076	17196	2584	263	7704	18483	9007	28	9328	8226	215	8684	2404	1063	1140	1002	64	203	1818	1997	2331	496	6	1769	4771	2205	10230	660	5838	2351	11723	8867	0	948	1437	2231	140	320	2349	261	1703	1348	231	1597	5041	2017	2382	6127	222	828	7212	4577	198	4257	103	2732	2069	2622	4183	455	602	2542	210	379	1785	3044	1885	4292	774	371	1808	668	242	4981	185	930	2253	2281	1882	7824	1281	6372	564	0	774	98	532	19876	716	279	144
g__Bariatricus	218	123	192	389	0	0	0	0	0	145	27	0	0	131	8	0	0	0	0	86	0	0	0	0	18	0	0	144	0	0	0	111	0	1088	0	0	0	0	0	181	0	0	0	0	145	0	625	0	198	0	78	222	0	243	79	96	1236	0	0	0	0	0	0	0	1185	0	0	0	0	0	0	0	0	188	0	0	0	0	0	447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	0	116	0	0	111	176	116	17	166	0	450	0	0	0	0	0	0	0	267	713	180	160	0	0	137	0	68	115	50	0	153	155	0	206	148	700	0	0	0	19	0	1092	0	0	0	0	1545	116	483	0	111	168	0	162	0	0	526	331	0	218	237	0	57	0	0	0	0	0	139	0	0	0	0	0	0	192	132	0	0	0	0	0
g__Bifidobacterium	3467	333	168	1121	3430	7996	8	834	14680	49	86	307	5222	527	7455	8	1484	0	805	3744	10899	81	0	1238	2278	3281	6	1131	10	0	3535	704	425	39	2107	6233	5359	139	9225	2729	108	2547	5651	4085	8877	9613	6059	1073	5249	6678	2810	0	10	989	247	1529	173	608	4389	5434	324	23	0	210	5778	8519	755	2790	1579	32	294	10056	0	100	3225	5442	25	4369	392	3129	809	26	34	788	2522	5402	366	1390	4794	638	2549	5713	18128	22	6315	1284	6951	26	7751	21	0	0	672	5619	282	0	1164	19	123	1197	16863	278	162	11	191	253	7024	1729	0	152	1025	1057	8156	0	11788	8023	1673	0	208	0	11521	0	3346	4012	1584	2854	0	4377	1220	0	8300	154	1419	18	8283	82	2064	10495	2342	712	4411	1170	7356	4506	0	3716	117	0	6664	38	0	80	7594	1641	5603	594	225	773	508	6988	1423	4	115	15696	0	2870	1135	732	93	3293	1571	5	9
g__Bittarella	0	0	4	0	10	10	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	3	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	17	0	0	0	0	0	0	0	0	0	0	3	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	51	0	7	2	0	0	0	0	0	0	17	16	0	0	3	9	0	0	13	9	20	0	0	0	0	0	0	0	5	0	4	0	4	16	22	0	13	11	6	4	0	0	17	0	0	0	0	63	0	3	0	0	0	0	9	5	0	0	15	3	7	0	0	0	0	0	0	20	0	0	0	0	8	0	0	0	0	5	0	0
g__Blautia	257	138	11	173	29	0	250	14	234	0	23	10	79	49	123	465	90	2305	6	30	230	55	408	450	150	48	65	222	1602	0	82	87	20	0	35	1123	0	0	304	99	270	271	25	106	0	158	0	1523	36	0	32	23	8290	48	64	220	178	9	329	389	47	95	3282	15	231	1524	457	1635	88	613	9	852	208	148	292	488	241	15	42	175	0	0	0	96	4956	0	0	0	197	0	16	531	298	8208	141	67	38	0	0	429	351	486	99	1334	11	252	0	144	125	0	26	6	117	277	48	60	13	0	2323	0	102	185	40	358	0	0	158	0	0	0	420	0	0	0	386	77	796	486	14	27	1617	102	32	0	93	33	86	120	155	139	458	39	199	30	122	86	0	108	114	1181	1241	0	57	41	0	950	0	169	453	0	30	94	0	659	150	1588	0	0	54	228	22	0	36
g__Blautia_A	5929	1298	2064	2937	3435	1268	1477	1185	1265	1379	219	2487	2428	1032	1472	11500	1695	16	573	975	409	2132	2802	1141	2300	806	8748	954	1102	326	1416	1896	2869	17	3262	1076	2582	1770	713	2563	2608	3825	2924	1318	1940	391	3889	50	3522	2252	686	2757	16	2882	858	527	2952	904	1234	2399	1775	1727	10633	1370	1435	7277	5274	2755	2069	1337	1316	6368	3031	2271	6849	4268	906	2002	28	3517	27	59	7	2793	4999	17	11	1108	2691	1412	12774	830	10366	11222	7153	3866	2656	26	13	2592	4117	3958	1253	8593	977	672	2899	2065	815	1855	1194	2178	1912	1058	1482	830	678	3650	5370	1718	3060	1843	5656	2490	5428	5486	1043	1232	1263	497	2522	1894	2939	2990	2499	1778	5355	1974	3918	1909	4681	1571	7534	4163	1030	3419	2583	5202	1849	3831	6700	1641	1720	1734	2509	1121	1516	974	2478	2050	1939	2173	2403	2019	164	4982	1827	2486	5419	1571	2206	11537	1839	4357	2147	24420	1089	1266	1757	59	845	1252	956
g__Brotaphodocola	113	77	0	90	72	0	52	10	0	42	0	0	0	0	16	0	111	0	0	50	0	0	49	0	18	84	42	57	0	0	0	92	0	0	31	0	73	0	0	70	0	0	99	0	0	0	19	0	18	133	23	0	0	0	8	20	42	10	0	0	71	0	0	10	0	0	79	0	0	0	0	0	0	46	0	0	0	0	24	0	0	0	0	0	0	0	0	50	0	0	0	92	10	0	105	0	73	0	0	0	0	123	111	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	27	259	0	834	0	0	14	103	33	35	30	130	8	173	0	84	31	0	0	0	62	0	0	87	0	23	0	0	21	60	48	0	21	11	0	41	49	31	73	0	0	108	0	0	48	0	0	0	0	0	0	0	0	97	165	89	0	0	66	73	0	45	0	0
g__Butyribacter	0	16	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	83	0	77	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	32	30	0	0	0	0	184	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__CAG-170	0	0	8	0	0	0	13	4	0	0	0	0	4	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	12	0	0	57	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	11	112	0	0	0	0	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__CAG-177	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	828	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	173	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
g__CAG-217	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0	0	0	0	0	0	0	903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	24	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	27	0	0	0	0	81	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0
g__CAG-488	0	0	0	0	0	0	7	0	0	443	0	0	26	0	0	0	0	0	0	0	0	0	163	0	0	0	0	203	0	0	0	0	0	0	0	0	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	4	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	51	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	4	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1280	0	0	4	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0
g__Catenibacterium	2074	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	337	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	785	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	388	0	1008	0	0	0	0	0	0	0	0
g__Choladousia	24	36	0	0	69	0	15	0	0	11	0	0	0	25	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	129	0	0	37	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	12	0	0	0	13	0	29	26	30	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0
